"stratum","round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings","contestants_above","contestants_below","contestants_equal","sys_pos_percentile","first_pos_sub_time","last_pos_sub_time","contest_num","newcomer","Number_of_positive_subm","Number_of_complexities","Complexity_First","Complexity_Last","Complexity_Mean"
8.,14264,22875449,"wells-z",33.23,5,"Y",325.85,119,"",1165,"",385,1,"N",120,1,118,67,0,36.21621621621622,3482663311,3483275615,1,"True",4,4,47,60,49.5
8.,14264,22875611,"harrishcool",35.25,1,"Y",350.23,107,"",1208,"",385,1,"N",110,1,106,79,0,42.7027027027027,3482916522,3482916522,1,"True",1,1,91,91,91.
8.,14264,22875792,"dgrundmann",47.3,5,"Y",466.7,40,"",1478,"",385,1,"N",43,1,39,146,0,78.91891891891892,3482761226,3483118859,1,"True",5,5,27,34,31.
8.,14264,22876096,"VictorAT",35.83,1,"Y",354.34,105,"",1215,"",385,1,"N",107,1,104,81,0,43.78378378378379,3483274433,3483274433,1,"True",1,1,31,31,31.
8.,14264,22876160,"binon",21.57,2,"Y",206.79,157,"",979,"",385,1,"N",158,1,156,12,17,7.142857142857142,3483259875,3483268283,1,"True",2,2,30,32,31.
4.,14354,22668824,"saurabhsuppal",69.7,16,"Y",700.99,39,"",1320,"",385,1,"N",40,1,38,36,0,48.64864864864865,3491834845,3492263534,1,"True",15,15,94,193,163.2
4.,14354,22699399,"T.Issam",68.29,18,"Y",627.68,48,"",1254,"",385,1,"N",43,1,47,27,0,36.486486486486484,3491277868,3492342804,1,"True",18,18,51,191,130.61111111111111
4.,14354,22706214,"Mattya",86.71,7,"Y",875.92,9,"",1638,"",385,1,"N",11,1,8,66,0,89.1891891891892,3491785398,3492259118,1,"True",7,7,15,85,69.57142857142857
4.,14354,22710905,"aropan",79.1,8,"Y",792.25,27,"",1418,"",385,1,"N",30,1,26,48,0,64.86486486486487,3491224189,3492294644,1,"True",8,8,30,118,69.
4.,14354,22716309,"AlexFetisov",81.87,21,"Y",811.53,24,"",1446,"",385,1,"N",24,1,23,51,0,68.91891891891892,3491315842,3491640840,1,"True",21,21,79,378,254.33333333333334
4.,14354,22729239,"yowa",94.88,25,"Y",944.14,3,"",1813,"",385,1,"N",3,1,2,72,0,97.2972972972973,3491203213,3492335489,1,"True",25,25,14,333,207.92
4.,14354,22747723,"v.haralampiev",62.82,19,"Y",647.39,47,"",1261,"",385,1,"N",48,1,46,28,0,37.83783783783784,3491711954,3492343750,1,"True",19,19,114,125,130.78947368421052
4.,14354,22750047,"arash16",71.42,4,"Y",709.58,38,"",1328,"",385,1,"N",38,1,37,37,0,50.,3491455086,3491655144,1,"True",4,4,29,52,45.75
4.,14354,22778586,"nainai9",85.41,8,"Y",853.31,15,"",1545,"",385,1,"N",15,1,14,60,0,81.08108108108108,3491792601,3492239934,1,"True",8,8,87,137,110.
4.,14354,22846679,"sh19910711",27.1,2,"Y",247.75,67,"",1117,"",385,1,"N",67,1,66,8,0,10.81081081081081,3491463964,3491517549,1,"True",2,2,26,124,75.
4.,14354,22850553,"tozangezan",86.02,19,"Y",840.97,16,"",1532,"",385,1,"N",13,1,15,59,0,79.72972972972973,3491280920,3492298641,1,"True",19,19,29,308,172.05263157894737
4.,14354,22852639,"usamytch",44.72,7,"Y",432.35,60,"",1168,"",385,1,"N",60,1,59,15,0,20.27027027027027,3492012471,3492349096,1,"True",7,7,148,272,199.
4.,14354,22854282,"komiya",94.47,27,"Y",929.62,5,"",1734,"",385,1,"N",4,1,4,70,0,94.5945945945946,3491208901,3492348740,1,"True",27,27,31,264,200.59259259259258
4.,14354,22866205,"kitayuta",85.32,13,"Y",853.59,14,"",1558,"",385,1,"N",17,1,13,61,0,82.43243243243244,3491770731,3492320936,1,"True",12,12,93,156,144.5
4.,14354,22868941,"yju524",2.3,3,"Y",24.79,71,"",1086,"",385,1,"N",71,1,70,4,0,5.405405405405405,3492010084,3492173320,1,"True",2,2,76,76,76.
4.,14354,22874941,"ryandy",79.76,11,"Y",790.75,28,"",1409,"",385,1,"N",28,1,27,47,0,63.51351351351351,3491355189,3492315167,1,"True",11,11,87,252,228.63636363636363
4.,14354,22879698,"sarah_locke",0.1,2,"Y",1.1,75,"",1054,"",385,1,"N",75,1,74,0,0,0.,3491330841,3492340407,1,"True",2,2,38,39,38.5
4.,14354,22883679,"realneyc",61.17,4,"Y",601.5,49,"",1247,"",385,1,"N",49,1,48,26,0,35.13513513513514,3492275858,3492347827,1,"True",4,4,161,198,178.75
4.,14354,22887527,"tolearn",91.45,11,"Y",899.4,8,"",1658,"",385,1,"N",8,1,7,67,0,90.54054054054053,3491657265,3492341388,1,"True",11,11,131,331,226.
4.,14354,22888367,"ramit.arora",79.8,21,"Y",788.67,29,"",1401,"",385,1,"N",27,1,28,46,0,62.16216216216216,3491483763,3492348296,1,"True",21,21,55,206,180.04761904761904
4.,14354,22889212,"chviktor",50.96,4,"Y",511.93,57,"",1190,"",385,1,"N",58,1,56,18,0,24.324324324324326,3491151637,3491284658,1,"True",4,4,17,39,30.5
4.,14354,22889557,"irrelephant",70.71,7,"Y",700.54,40,"",1313,"",385,1,"N",39,1,39,35,0,47.2972972972973,3491367464,3492306023,1,"True",7,7,31,37,32.714285714285715
4.,14354,22890124,"bowmessage",57.51,6,"Y",570.48,51,"",1233,"",385,1,"N",50,1,50,24,0,32.432432432432435,3491500027,3492093955,1,"True",6,6,78,97,88.5
4.,14354,22890781,"ac517",52.48,10,"Y",508.69,58,"",1183,"",385,1,"N",56,1,57,17,0,22.972972972972975,3491440972,3492321325,1,"True",10,10,67,143,125.1
4.,14354,22891768,"joe_bristol",0.72,2,"Y",7.73,73,"",1071,"",385,1,"N",73,1,72,2,0,2.7027027027027026,3491647433,3491659721,1,"True",2,2,42,42,42.
9.,14412,7465325,"gezaneni",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497263751,3497263751,1,"False",1,1,9,9,9.
9.,14412,10379468,"me2",67.57,5,"Y",1343.6,79,0,1415,0,385,1,"N",77,1,78,198,0,71.73913043478261,3497342329,3497699049,1,"False",5,5,33,37,33.4
9.,14412,10676764,"algostorm",69.11,3,"Y",1393.4,57,0,1493,0,385,1,"N",55,1,56,220,0,79.71014492753623,3497203563,3497205969,1,"False",3,3,16,20,17.666666666666668
9.,14412,15638907,"JanRaszyk",25.93,4,"Y",509.26,210,0,1045,0,385,1,"N",210,1,209,67,0,24.27536231884058,3497271406,3497387539,1,"False",4,4,9,62,35.75
9.,14412,22269671,"Aleks",12.2,1,"Y",261.15,227,0,987,0,385,1,"N",259,1,226,49,1,17.81818181818182,3497278880,3497278880,1,"False",1,1,19,19,19.
9.,14412,22630875,"andrehahn",13.09,4,"Y",261.26,226,0,993,0,385,1,"N",226,1,225,51,0,18.478260869565215,3497218389,3497265853,1,"False",3,3,5,61,39.
9.,14412,22670174,"remlostime",12.2,1,"Y",261.15,227,0,987,0,385,1,"N",259,1,226,49,1,17.81818181818182,3498296192,3498296192,1,"False",1,0,"","",""
9.,14412,22673275,"tux21b",66.83,6,"Y",1325.68,92,0,1375,0,385,1,"N",89,1,91,185,0,67.02898550724638,3497244060,3497440265,1,"False",6,6,15,49,32.333333333333336
9.,14412,22686277,"naething",69.27,2,"Y",1407.68,46,0,1534,0,385,1,"N",52,1,45,229,2,83.57664233576642,3498035481,3498045728,1,"False",2,2,25,57,41.
9.,14412,22692080,"elffikk",20.2,5,"Y",399.45,222,0,1006,0,385,1,"N",222,1,221,55,0,19.92753623188406,3498056523,3498390636,1,"False",5,0,"","",""
9.,14412,22696883,"7ania7",63.23,3,"Y",1260.31,119,0,1298,0,385,1,"N",125,1,118,158,0,57.2463768115942,3497261027,3498254058,1,"False",3,3,17,34,25.666666666666668
9.,14412,22697550,"kormak",51.94,4,"Y",1025.81,160,0,1188,0,385,1,"N",161,1,159,117,0,42.391304347826086,3497283604,3497954863,1,"False",4,4,21,72,49.5
9.,14412,22698371,"shelajev",13.12,1,"Y",250.93,260,0,847,0,385,1,"N",225,1,259,17,0,6.159420289855073,3497345130,3497345130,1,"False",1,1,54,54,54.
9.,14412,22704484,"Goblin_Shredder",62.93,2,"Y",1205.11,141,0,1237,0,385,1,"N",128,1,140,135,1,49.09090909090909,3497315196,3497316024,1,"False",2,2,25,27,26.
9.,14412,22712676,"icyrhyme",33.04,3,"Y",649.97,198,0,1082,0,385,1,"N",198,1,197,79,0,28.6231884057971,3497219790,3497313621,1,"False",3,3,5,35,17.666666666666668
9.,14412,22730929,"Long_Van",68.5,11,"Y",1376.55,66,0,1458,0,385,1,"N",65,1,65,210,1,76.36363636363637,3497830587,3498279483,1,"False",11,11,33,150,131.27272727272728
9.,14412,22736105,"gleiz",68.16,10,"Y",1365.49,69,0,1449,0,385,1,"N",69,1,68,208,0,75.36231884057972,3497677181,3498387181,1,"False",10,10,19,63,52.1
9.,14412,22744294,"agentchuck",47.55,1,"Y",940.17,170,0,1159,0,385,1,"N",172,1,169,106,1,38.54545454545455,3497805070,3497805070,1,"False",1,1,19,19,19.
9.,14412,22745455,"Basel88",61.07,21,"Y",1168.98,146,0,1225,0,385,1,"N",139,1,145,131,0,47.46376811594203,3497357868,3498374067,1,"False",21,21,62,241,139.8095238095238
9.,14412,22748505,"nUl1",65.87,9,"Y",1288.76,109,0,1326,0,385,1,"N",106,1,108,168,0,60.86956521739131,3497625355,3498370904,1,"False",9,9,5,40,34.44444444444444
9.,14412,22748595,"permin",31.61,2,"Y",616.53,200,0,1076,0,385,1,"N",200,1,199,77,0,27.898550724637683,3497283934,3497363233,1,"False",2,0,"","",""
9.,14412,22752651,"bigeye",67.95,8,"Y",1341.96,80,0,1412,0,385,1,"N",73,1,79,197,0,71.37681159420289,3497704621,3498219464,1,"False",8,8,5,177,96.
9.,14412,22753863,"shamimotp",66.79,3,"Y",1312.12,98,0,1357,0,385,1,"N",90,1,97,179,0,64.85507246376811,3497356821,3497787037,1,"False",3,3,24,61,41.
9.,14412,22753952,"random.johnnyh",66.72,11,"Y",1337.98,84,0,1399,0,385,1,"N",94,1,83,193,0,69.92753623188406,3497303844,3497402526,1,"False",11,11,30,48,42.72727272727273
9.,14412,22757406,"zen_it",39.86,4,"Y",780.93,183,0,1125,0,385,1,"N",182,1,182,94,0,34.05797101449276,3497442108,3497866751,1,"False",4,4,22,52,43.
9.,14412,22763096,"smi13y",39.86,2,"Y",781.51,182,0,1128,0,385,1,"N",182,1,181,95,0,34.42028985507246,3497741202,3497774212,1,"False",2,2,26,42,34.
9.,14412,22780159,"huhao",12.66,3,"Y",263.72,225,0,996,0,385,1,"N",258,1,224,52,0,18.84057971014493,3497676884,3497836791,1,"False",2,2,4,5,4.5
9.,14412,22781860,"davidv1992",69.46,7,"Y",1415.31,21,0,1682,0,385,1,"N",1,1,20,256,0,92.7536231884058,3497257137,3498027835,1,"False",7,7,5,153,92.14285714285714
9.,14412,22794521,"isnowfy",9.73,1,"Y",183.97,262,0,836,0,385,1,"N",261,1,261,15,0,5.434782608695652,3497246535,3497246535,1,"False",1,1,14,14,14.
9.,14412,22827199,"yongwhan",69.15,81,"Y",1399.39,53,0,1509,0,385,1,"N",53,1,52,224,0,81.15942028985508,3497237174,3498397196,1,"False",80,80,8,61,60.5625
9.,14412,22827955,"GoogleHireMe",21.42,3,"Y",426.8,218,0,1020,0,385,1,"N",219,1,217,59,0,21.3768115942029,3497797437,3498235767,1,"False",3,3,6,49,27.333333333333332
9.,14412,22830363,"Saerdna",64.67,3,"Y",1278.92,112,0,1317,0,385,1,"N",112,1,111,165,0,59.78260869565217,3497739453,3497765394,1,"False",3,3,10,40,23.666666666666668
9.,14412,22830500,"niquefa_diego",9.23,1,"Y",196.61,261,0,842,0,385,1,"N",263,1,260,16,0,5.797101449275362,3497626300,3497626300,1,"False",1,1,9,9,9.
9.,14412,22831044,"big_head_17",51.7,6,"Y",1022.18,161,0,1185,0,385,1,"N",163,1,160,116,0,42.028985507246375,3497357519,3498139836,1,"False",4,4,6,21,27.5
9.,14412,22836020,"FrozenFingerz",69.46,18,"Y",1410.23,34,0,1597,0,385,1,"N",1,1,33,243,0,88.04347826086956,3497422999,3498207840,1,"False",18,18,54,95,95.33333333333333
9.,14412,22837070,"pablosaraiva",66.09,15,"Y",1288.58,110,0,1323,0,385,1,"N",102,1,109,167,0,60.507246376811594,3497362806,3498302743,1,"False",15,15,38,51,43.2
9.,14412,22843572,"java2dev",62.43,4,"Y",1224.07,130,0,1268,0,385,1,"N",130,1,129,147,0,53.2608695652174,3497810116,3498069790,1,"False",4,4,27,23,22.75
9.,14412,22847477,"Domi75",66.88,20,"Y",1321.38,94,0,1369,0,385,1,"N",88,1,93,183,0,66.30434782608695,3497369814,3498319423,1,"False",19,19,27,25,27.789473684210527
9.,14412,22849209,"Amiat",0,3,"Y",0,278,0,624,0,385,1,"N",278,1,277,0,-1,"",3497545548,3497545548,1,"False",1,1,9,9,9.
9.,14412,22850456,"babz",27.21,4,"Y",539.65,207,0,1055,0,385,1,"N",207,1,206,70,0,25.36231884057971,3497333142,3497484495,1,"False",4,4,151,128,103.25
9.,14412,22852185,"root2",12.74,2,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497257024,3497257024,1,"False",1,1,5,5,5.
9.,14412,22852810,"RedZippo",12.74,2,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3498277097,3498277097,1,"False",1,1,6,6,6.
9.,14412,22853856,"yosque",28.47,8,"Y",565.79,205,0,1061,0,385,1,"N",204,1,204,72,0,26.08695652173913,3497221646,3497692882,1,"False",8,8,5,52,25.25
9.,14412,22863632,"fizzycist",64.26,5,"Y",1266.63,117,0,1303,0,385,1,"N",115,1,116,160,0,57.971014492753625,3497828850,3497897386,1,"False",4,0,"","",""
9.,14412,22865568,"rohitash_kumar",47,12,"Y",921.26,174,0,1150,0,385,1,"N",174,1,173,103,0,37.31884057971014,3497251225,3498274140,1,"False",12,12,7,30,19.166666666666668
9.,14412,22866664,"shioshiota",21.55,30,"Y",427.94,217,0,1023,0,385,1,"N",218,1,216,60,0,21.73913043478261,3497243063,3497326840,1,"False",30,30,3,18,15.4
9.,14412,22871554,"marve",69.46,14,"Y",1407.98,44,0,1547,0,385,1,"N",1,1,43,233,0,84.42028985507247,3497540591,3498324202,1,"False",13,13,31,51,44.53846153846154
9.,14412,22874433,"kyuridenamida",22.77,3,"Y",446.36,215,0,1030,0,385,1,"N",215,1,214,62,0,22.463768115942027,3497194600,3497271238,1,"False",3,3,7,52,37.
9.,14412,22875240,"genycopedison",66.98,12,"Y",1334.91,88,0,1387,0,385,1,"N",86,1,87,189,0,68.47826086956522,3497332547,3498098506,1,"False",12,12,14,182,150.83333333333334
9.,14412,22878517,"bodorkos",63.63,1,"Y",1268.44,115,0,1309,0,385,1,"N",121,1,114,162,0,58.69565217391305,3498046465,3498046465,1,"False",1,1,55,55,55.
9.,14412,22882244,"Looterguf",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497734647,3497734647,1,"False",1,1,7,7,7.
9.,14412,22890801,"codefart",12.74,2,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497717363,3497717363,1,"False",1,1,16,16,16.
9.,14412,22894843,"PasserbyA",61.46,11,"Y",1210.12,135,0,1254,0,385,1,"N",137,1,134,142,0,51.449275362318836,3497413630,3497945327,1,"False",10,10,8,76,35.4
9.,14412,22895219,"Notoriux",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497255135,3497255135,1,"False",1,1,6,6,6.
9.,14412,22895314,"sameerkpatil",5.05,5,"Y",92.85,269,0,792,0,385,1,"N",269,1,268,8,0,2.898550724637681,3497419180,3497455602,1,"False",5,5,46,76,59.2
9.,14412,22895460,"ReDow.",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497687150,3497687150,1,"False",1,1,5,5,5.
9.,14412,22895917,"beybit",1.23,3,"Y",25.7,275,0,746,0,385,1,"N",275,1,274,2,0,0.7246376811594203,3497616340,3497626255,1,"False",2,2,4,5,4.5
9.,14412,22896904,"gm86",69.46,4,"Y",1415.63,18,0,1708,0,385,1,"N",1,1,17,259,0,93.84057971014492,3497226799,3497428457,1,"False",4,4,28,56,51.
9.,14412,22897682,"Okolikon",67.75,9,"Y",1340.95,82,0,1406,0,385,1,"N",75,1,81,195,0,70.65217391304348,3497197676,3498396211,1,"False",9,0,"","",""
9.,14412,22898114,"charith89",29.59,8,"Y",579.64,202,0,1070,0,385,1,"N",202,1,201,75,0,27.173913043478258,3497355276,3497442180,1,"False",8,8,69,91,82.875
9.,14412,22898882,"prijutme4ty",61.85,4,"Y",1255.83,121,0,1292,0,385,1,"N",135,1,120,156,0,56.52173913043478,3497247925,3497542195,1,"False",4,4,35,124,70.75
9.,14412,22899419,"Ad_Ray",21.1,7,"Y",405.13,221,0,1010,0,385,1,"N",220,1,220,56,0,20.28985507246377,3497204658,3497541971,1,"False",7,7,8,65,49.57142857142857
9.,14412,22900179,"aaaa__",68.97,1,"Y",1391.9,58,0,1489,0,385,1,"N",57,1,57,219,0,79.34782608695652,3498039836,3498039836,1,"False",1,1,118,118,118.
9.,14412,22900361,"coder18",63.4,6,"Y",1250.69,125,0,1281,0,385,1,"N",124,1,124,152,0,55.072463768115945,3497315696,3498383415,1,"False",6,6,20,61,37.333333333333336
9.,14412,22900407,"alunwk",12.74,2,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3498358938,3498389417,1,"False",2,2,9,17,13.
9.,14412,22900556,"Enoki",62,6,"Y",1193.02,143,0,1233,0,385,1,"N",134,1,142,134,0,48.55072463768116,3497527882,3498243783,1,"False",6,6,5,128,70.
9.,14412,22900867,"crussell",69.46,11,"Y",1408.78,39,0,1569,0,385,1,"N",1,1,38,237,1,86.18181818181819,3497221740,3497650014,1,"False",11,11,25,77,75.0909090909091
9.,14412,22901162,"amkoroew",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497327814,3497327814,1,"False",1,1,5,5,5.
9.,14412,22901272,"klavs.pr",48.58,10,"Y",959.05,169,0,1163,0,385,1,"N",168,1,168,108,0,39.130434782608695,3497460412,3497669552,1,"False",10,10,12,20,17.7
9.,14412,22901418,"czras",69.46,22,"Y",1411.85,31,0,1615,0,385,1,"N",1,1,30,246,0,89.13043478260869,3497424125,3498388848,1,"False",21,21,70,250,170.85714285714286
9.,14412,22902197,"GODS",69.46,18,"Y",1415.17,22,0,1674,0,385,1,"N",1,1,21,255,0,92.3913043478261,3497212880,3497931315,1,"False",18,18,39,172,82.5
9.,14412,22902230,"ehermann",69.29,24,"Y",1390.9,59,0,1485,0,385,1,"N",51,1,58,218,0,78.98550724637681,3497438242,3498249574,1,"False",23,23,41,154,58.52173913043478
9.,14412,22902490,"Misery",69.46,5,"Y",1408.78,39,0,1569,0,385,1,"N",1,1,38,237,1,86.18181818181819,3497515828,3497556804,1,"False",5,5,9,36,25.8
9.,14412,22903563,"coloccus",15.59,1,"Y",278.56,224,0,1000,0,385,1,"N",224,1,223,53,0,19.202898550724637,3498376530,3498376530,1,"False",1,1,47,47,47.
9.,14412,22903649,"ranjithskp",12.74,1,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3498311929,3498311929,1,"False",1,1,8,8,8.
9.,14412,22904007,"aewarren",12.74,3,"Y",257.96,229,0,924,0,385,1,"N",227,1,228,18,30,7.317073170731707,3497380700,3497400227,1,"False",2,2,12,17,14.5
9.,14412,22904139,"ysawej",26.02,1,"Y",525.85,208,0,1052,0,385,1,"N",209,1,207,69,0,25.,3498398739,3498398739,1,"False",1,1,30,30,30.
9.,14412,22904340,"elau8465",69.33,5,"Y",1408.22,43,0,1552,0,385,1,"N",49,1,42,234,0,84.78260869565217,3497223789,3498226201,1,"False",5,5,24,43,31.8
9.,14412,22904550,"alicansa",0.94,4,"Y",19.93,276,0,737,0,385,1,"N",276,1,275,1,0,0.36231884057971014,3497723789,3498150658,1,"False",4,4,114,115,114.25
9.,14412,22904780,"KXT",68.5,14,"Y",1376.55,66,0,1458,0,385,1,"N",65,1,65,210,1,76.36363636363637,3497295927,3498364392,1,"False",14,14,21,33,39.57142857142857
9.,14412,22905112,"aktai",2.44,2,"Y",50.03,271,0,778,0,385,1,"N",271,1,270,6,0,2.1739130434782608,3497483596,3497513758,1,"False",2,2,6,9,7.5
9.,14412,22905177,"vink102",60.42,10,"Y",1179.22,144,0,1230,0,385,1,"N",147,1,143,133,0,48.188405797101446,3497626052,3498337092,1,"False",10,10,100,309,211.3
9.,14412,22905913,"Mousecage",63.19,5,"Y",1241.27,127,0,1276,0,385,1,"N",126,1,126,150,0,54.347826086956516,3498267580,3498378516,1,"False",5,5,149,201,180.8
5.,14455,278471,"abinitio",49.92,2,"Y",483.06,23,"",1343,"",385,1,"N",21,1,22,23,0,51.11111111111111,3502325084,3502374411,1,"True",2,2,201,216,208.5
5.,14455,22696908,32032,74.83,7,"Y",725.94,9,"",1577,"",385,1,"N",9,1,8,37,0,82.22222222222221,3501977619,3502313183,1,"True",7,7,68,191,137.
5.,14455,22750076,"baukaman",23.51,4,"Y",218.06,32,"",1227,"",385,1,"N",32,1,31,14,0,31.11111111111111,3502226920,3502341840,1,"True",4,4,34,95,64.75
5.,14455,22824912,"abcdxyzk",37.45,9,"Y",382.7,26,"",1303,"",385,1,"N",26,1,25,20,0,44.44444444444444,3501975155,3502101948,1,"True",9,9,124,147,134.
5.,14455,22905417,"WilcoMoerman",15.33,1,"Y",151.93,34,"",1201,"",385,1,"N",34,1,33,12,0,26.666666666666668,3502213976,3502213976,1,"True",1,1,335,335,335.
5.,14455,22905676,"william_t_r",60.33,6,"Y",605.68,15,"",1461,"",385,1,"N",16,1,14,31,0,68.88888888888889,3501957839,3502357256,1,"True",6,6,71,161,122.16666666666667
5.,14455,22909561,"fraal_bavil",49.19,6,"Y",491.7,22,"",1356,"",385,1,"N",24,1,21,24,0,53.333333333333336,3502077631,3502372780,1,"True",6,6,105,106,112.66666666666667
5.,14455,22909964,"nvenram56",3.35,2,"Y",34.64,43,"",1083,"",385,1,"N",43,1,42,3,0,6.666666666666667,3502097264,3502104473,1,"True",2,2,38,41,39.5
5.,14455,22910686,"bbsmith24",45.6,6,"Y",458.04,24,"",1329,"",385,1,"N",25,1,23,22,0,48.888888888888886,3501880274,3502315102,1,"True",6,6,116,175,162.
5.,14455,22911105,"ap08",63.81,6,"Y",616.96,14,"",1478,"",385,1,"N",14,1,13,32,0,71.11111111111111,3502290691,3502367347,1,"True",6,6,85,117,103.83333333333333
5.,14455,22911273,"redquark",7.41,3,"Y",61.42,39,"",1137,"",385,1,"N",38,1,38,7,0,15.555555555555555,3502123326,3502319904,1,"True",3,3,73,74,73.33333333333333
5.,14455,22911316,"splonk",49.88,8,"Y",503.01,20,"",1384,"",385,1,"N",23,1,19,26,0,57.77777777777777,3501591870,3502245884,1,"True",8,8,91,202,130.75
5.,14455,22912209,"okazaki",25.48,8,"Y",246.34,30,"",1252,"",385,1,"N",30,1,29,16,0,35.55555555555556,3502104245,3502335326,1,"True",8,8,126,543,235.
12.,14557,22739765,"marxi",78.48,4,"Y",783.91,4,"",1579,"",385,1,"N",5,1,3,24,0,88.88888888888889,3517111162,3517141237,1,"True",4,4,29,88,80.5
12.,14557,22834681,"piman314",91.84,12,"Y",895.05,2,"",1703,"",385,1,"N",2,1,1,26,0,96.29629629629629,3516030515,3516228173,1,"True",12,12,34,96,67.91666666666667
12.,14557,22924440,"Jkudlac",48.12,17,"Y",464.36,17,"",1247,"",385,1,"N",17,1,16,11,0,40.74074074074074,3516227627,3517130142,1,"True",16,16,59,151,120.3125
12.,14557,22926226,"xiewenlei1988",50.52,1,"Y",501.95,13,"",1315,"",385,1,"N",13,1,12,14,1,53.84615384615385,3516606646,3516606646,1,"True",1,1,14,14,14.
12.,14557,23000180,"aworlda",38.05,2,"Y",389.97,20,"",1190,"",385,1,"N",21,1,19,8,0,29.629629629629626,3516460256,3517104376,1,"True",2,2,24,32,28.
12.,14557,23001463,"opticon",74.03,4,"Y",724.21,8,"",1442,"",385,1,"N",8,1,7,20,0,74.07407407407408,3516646535,3516853147,1,"True",4,4,37,61,48.75
12.,14557,23002583,"pnomarev",98.1,10,"Y",965.84,1,"",1837,"",385,1,"N",1,1,0,27,0,100.,3516119925,3517130998,1,"True",10,0,"","",""
12.,14557,23003246,"FunCoding",76.88,8,"Y",742.59,7,"",1471,"",385,1,"N",7,1,6,21,0,77.77777777777779,3516344854,3517057155,1,"True",8,8,118,98,109.75
9.,14672,20166836,"axelbrz",42.13,4,"Y",433.06,60,"",1457,"",385,1,"N",60,1,59,167,0,73.89380530973452,3529627922,3529652835,1,"True",4,4,14,25,22.75
9.,14672,22654637,"chandubaba",15.59,7,"Y",154.15,151,"",1154,"",385,1,"N",149,1,150,76,0,33.6283185840708,3528553612,3528957335,1,"True",7,7,12,5,9.857142857142858
9.,14672,22672868,"jfm",17.46,2,"Y",180.85,134,"",1208,"",385,1,"N",137,1,133,93,0,41.150442477876105,3528747947,3528755152,1,"True",2,2,2,6,4.
9.,14672,22680384,"yogesh.lucknowi",13.18,1,"Y",128.52,166,"",1105,"",385,1,"N",165,1,165,61,0,26.991150442477874,3529659547,3529659547,1,"True",1,1,6,6,6.
9.,14672,22689633,"jrash06",29.87,10,"Y",303.1,86,"",1361,"",385,1,"N",86,1,85,141,0,62.38938053097345,3528857012,3529673510,1,"True",10,10,13,111,66.8
9.,14672,22698030,"bulmax",0,2,"Y",0,228,"",718,"",385,1,"N",228,1,227,0,-1,"",3528699524,3528699524,1,"True",1,1,11,11,11.
9.,14672,22705227,"Milanin",81.34,9,"Y",824.26,5,"",1892,"",385,1,"N",5,1,4,222,0,98.23008849557522,3529006888,3529650465,1,"True",9,9,9,86,57.55555555555556
9.,14672,22717156,"MarioYC",1.07,2,"Y",12.86,211,"",928,"",385,1,"N",211,1,210,16,0,7.079646017699115,3528644452,3528665328,1,"True",2,2,3,15,9.
